Test Type,RMSE,DTW min values,DTW max values,DTW avg values,DTW range values,min index,max index,DTW min values by class,DTW max values by class,DTW avg values by class,DTW range values by class,min index by class,max index by class
SmoothSubspace with 29 segments for 1 permutations and nobottleneck,0.941445213858352,4.77350686069104,11.8970311962408,8.6263302084547,7.12352433554973,108,52,"[6.6112626647594155, 5.641542740299558, 4.773506860691038]","[10.9709344564885, 11.897031196240766, 10.54542732854248]","[8.769987789548214, 9.36183188675796, 7.747170949057934]","[4.359671791729085, 6.255488455941208, 5.771920467851443]","[26, 54, 108]","[27, 52, 103]"
SmoothSubspace with 30 segments for 1 permutations and bottleneck,1.05175282075793,6.0684888703892,12.9160764517596,9.00736221556229,6.84758758137044,108,35,"[6.4366686383849245, 6.388785839529625, 6.068488870389196]","[12.916076451759631, 12.79654127350749, 10.302595112908566]","[9.153509427891194, 9.771832294090474, 8.096744924705202]","[6.479407813374706, 6.407755433977865, 4.2341062425193705]","[37, 55, 108]","[35, 85, 107]"
SmoothSubspace with 30 segments for 1 permutations and nobottleneck,0.943852136093156,4.99067268484815,12.2161307112425,8.60779996730735,7.22545802639437,108,52,"[5.7224499274901, 6.618778886868391, 4.990672684848153]","[11.883853736508135, 12.216130711242519, 10.18706101142177]","[8.751193764543723, 9.43470445019634, 7.637501687181986]","[6.161403809018035, 5.597351824374128, 5.196388326573617]","[9, 67, 108]","[49, 52, 133]"
SmoothSubspace with 31 segments for 1 permutations and bottleneck,1.0044960780955,5.90682064282448,13.2019751089631,8.84490548886068,7.29515446613865,106,74,"[6.2667711374720465, 6.164595203169897, 5.906820642824484]","[11.899289727083598, 13.201975108963135, 10.672423660608379]","[9.108188620372294, 9.596315133290105, 7.830212712919631]","[5.632518589611552, 7.037379905793237, 4.765603017783895]","[26, 54, 106]","[31, 74, 100]"
SmoothSubspace with 31 segments for 1 permutations and nobottleneck,0.944012809966474,4.98441172194513,11.9965272943819,8.76681205704535,7.0121155724368,129,63,"[6.640545574352251, 5.914613537162236, 4.984411721945125]","[11.06637348738862, 11.996527294381929, 10.373168526287396]","[9.24496118959105, 9.239416914564865, 7.816058066980141]","[4.42582791303637, 6.081913757219693, 5.388756804342271]","[44, 54, 129]","[38, 63, 132]"
SmoothSubspace with 32 segments for 1 permutations and bottleneck,1.00993978660715,5.14764961261983,15.0923907351295,8.75126595755851,9.94474112250969,142,70,"[6.5738549190591495, 7.09701822707509, 5.14764961261983]","[11.3538575141397, 15.092390735129516, 10.691490953484525]","[8.87370343100078, 9.766815988456257, 7.613278453218496]","[4.78000259508055, 7.995372508054427, 5.543841340864695]","[37, 65, 142]","[1, 70, 103]"
SmoothSubspace with 32 segments for 1 permutations and nobottleneck,0.932984359730322,4.1865986975384,11.9614198873832,8.60412902535488,7.77482118984477,54,66,"[5.964472443907493, 4.186598697538403, 4.535963352734217]","[10.939136931670793, 11.96141988738317, 10.424967710212217]","[9.072549458340639, 9.21828923527128, 7.521548382452709]","[4.974664487763301, 7.774821189844768, 5.889004357478]","[9, 54, 113]","[37, 66, 133]"
SmoothSubspace with 33 segments for 1 permutations and bottleneck,1.02952093670815,4.95292752270865,13.8473904908937,8.76012636937605,8.89446296818502,115,82,"[5.422616272645855, 5.65019977394156, 4.952927522708651]","[11.757456647130798, 13.847390490893673, 11.046807375492998]","[8.886466195834396, 9.515452017028895, 7.878460895264851]","[6.334840374484943, 8.197190716952113, 6.0938798527843465]","[43, 54, 115]","[49, 82, 124]"
SmoothSubspace with 33 segments for 1 permutations and nobottleneck,0.940107380711489,4.90499020873764,12.8756436775139,8.74544356119994,7.97065346877627,54,70,"[5.640178730915218, 4.904990208737637, 5.128117245013024]","[12.527757144218173, 12.87564367751391, 11.404448093945312]","[9.038967973971415, 9.310486039896967, 7.886876669731432]","[6.887578413302955, 7.970653468776273, 6.276330848932289]","[25, 54, 122]","[1, 70, 104]"
SmoothSubspace with 34 segments for 1 permutations and bottleneck,1.03988718401697,4.01992476849189,12.7890152385309,8.76321905434103,8.769090470039,115,74,"[5.834121320486126, 5.188013315399957, 4.019924768491891]","[11.294990317311832, 12.78901523853089, 11.824246872797758]","[8.982284625200007, 9.463311334690083, 7.844061203132989]","[5.460868996825706, 7.601001923130934, 7.804322104305867]","[2, 87, 115]","[39, 74, 123]"
SmoothSubspace with 34 segments for 1 permutations and nobottleneck,0.924901635071612,4.89905608839919,11.953201431493,8.4038012418665,7.05414534309382,145,77,"[5.940983200904432, 5.199154329745033, 4.899056088399194]","[11.174290948415395, 11.953201431493017, 10.848444154580138]","[8.729225912842049, 9.049202930693843, 7.432974882063609]","[5.233307747510963, 6.754047101747984, 5.949388066180944]","[22, 54, 145]","[1, 77, 132]"
SmoothSubspace with 35 segments for 1 permutations and bottleneck,1.04237337128362,4.44269769674401,13.9309641607101,8.81158489183419,9.48826646396611,122,82,"[5.444604341059486, 5.908305086207795, 4.442697696744013]","[11.444222552989332, 13.930964160710122, 11.912538674737254]","[8.978456629745388, 9.53995180085947, 7.9163462448977056]","[5.999618211929846, 8.022659074502327, 7.4698409779932415]","[12, 54, 122]","[15, 82, 119]"
SmoothSubspace with 35 segments for 1 permutations and nobottleneck,0.939746999928028,3.87425304588945,11.8117229827757,8.53837448474195,7.93746993688625,108,146,"[5.384756196754399, 4.814926780021381, 3.8742530458894464]","[11.801827467785863, 11.765289591471412, 11.811722982775692]","[8.852912791783604, 9.211685002020598, 7.550525660421662]","[6.417071271031464, 6.950362811450031, 7.937469936886245]","[9, 54, 108]","[42, 52, 146]"
SmoothSubspace with 36 segments for 1 permutations and bottleneck,1.01470114914443,5.37554644557792,13.8104029129784,8.94898819103198,8.43485646740043,117,74,"[5.526333182988194, 6.729140509611048, 5.37554644557792]","[13.139865160009972, 13.81040291297835, 11.83195808531901]","[9.337240863582393, 9.492536454658541, 8.017187254855008]","[7.613531977021778, 7.081262403367303, 6.4564116397410904]","[19, 65, 117]","[39, 74, 123]"
SmoothSubspace with 36 segments for 1 permutations and nobottleneck,0.938725525246358,4.96244086438254,12.3297909884152,8.58592664345978,7.36735012403267,113,1,"[6.0508146721845275, 5.049563922245257, 4.962440864382537]","[12.329790988415207, 12.22395277802801, 10.325259262244938]","[9.095715767858412, 9.1798097443798, 7.482254418141136]","[6.278976316230679, 7.1743888557827535, 5.362818397862401]","[9, 54, 113]","[1, 92, 146]"
SmoothSubspace with 37 segments for 1 permutations and bottleneck,1.02689708378847,4.55386151086002,13.5690654477942,8.77056162501802,9.01520393693413,54,14,"[6.105544225954817, 4.553861510860021, 4.60616613390831]","[13.569065447794154, 12.785307350555502, 11.549803411647726]","[9.187753699132935, 9.572084547111148, 7.551846628809968]","[7.463521221839337, 8.231445839695482, 6.943637277739416]","[0, 54, 106]","[14, 83, 133]"
SmoothSubspace with 37 segments for 1 permutations and nobottleneck,0.929719994691659,3.64395136816578,11.6868452764392,8.64742707557272,8.04289390827342,9,23,"[3.6439513681657827, 5.549732250689356, 4.1555389441932435]","[11.6868452764392, 11.632969606009514, 11.6621328061896]","[8.952555032546138, 9.315324018086278, 7.674402176085746]","[8.042893908273417, 6.083237355320158, 7.506593861996357]","[9, 54, 108]","[23, 92, 103]"
SmoothSubspace with 38 segments for 1 permutations and bottleneck,1.03305013327068,3.6386843619239,12.6487647813727,8.91031471696854,9.01008041944877,108,132,"[6.8861065051293435, 7.027962015951923, 3.6386843619238975]","[11.94725559630977, 12.608684647093341, 12.648764781372668]","[9.083183223090947, 9.859871659581271, 7.787889268233418]","[5.061149091180426, 5.580722631141418, 9.01008041944877]","[26, 54, 108]","[11, 52, 132]"
SmoothSubspace with 38 segments for 1 permutations and nobottleneck,0.978436019122283,4.73237779699609,13.0048150536773,8.77821462811152,8.27243725668117,135,70,"[6.340625755430015, 6.75761809196292, 4.732377796996093]","[12.53189294922473, 13.004815053677259, 9.949526490351708]","[9.19107536000013, 9.424263708478064, 7.719304815856372]","[6.191267193794715, 6.247196961714339, 5.2171486933556155]","[9, 54, 135]","[2, 70, 107]"
SmoothSubspace with 39 segments for 1 permutations and bottleneck,1.02626017916596,4.48045779534215,14.9704669026244,8.94893163039692,10.4900091072822,108,74,"[5.714266870808572, 6.125743330752241, 4.480457795342154]","[13.568373873722091, 14.970466902624384, 10.877645706491784]","[9.442245415552872, 9.66036295408121, 7.744186521556668]","[7.854107002913519, 8.844723571872144, 6.397187911149629]","[5, 65, 108]","[36, 74, 123]"
SmoothSubspace with 39 segments for 1 permutations and nobottleneck,0.950580012857088,5.55072415396427,12.2933723972696,8.66523107764014,6.74264824330536,108,15,"[6.310953670367256, 5.663913813367209, 5.550724153964271]","[12.293372397269627, 11.612152640856259, 10.424660647401545]","[8.886635678149633, 9.397567867975583, 7.711489686795197]","[5.98241872690237, 5.94823882748905, 4.873936493437274]","[9, 54, 108]","[15, 70, 146]"
SmoothSubspace with 40 segments for 1 permutations and bottleneck,1.03918067533609,4.85531340025482,13.6141373390746,8.8843917256327,8.75882393881975,108,34,"[5.862876492725484, 7.133915085692868, 4.85531340025482]","[13.61413733907457, 12.784927731473479, 10.100260739048622]","[9.155696189841862, 9.772921484198326, 7.724557502857912]","[7.751260846349086, 5.651012645780611, 5.244947338793802]","[0, 62, 108]","[34, 96, 124]"
SmoothSubspace with 40 segments for 1 permutations and nobottleneck,0.958563700022273,4.95696088688162,12.455572823667,8.84364843071857,7.49861193678536,106,62,"[5.102601920810455, 6.226290657850527, 4.956960886881617]","[11.708435065954218, 12.455572823666973, 11.048179515954716]","[9.392639215771649, 9.420950945577227, 7.717355130806839]","[6.605833145143762, 6.229282165816446, 6.0912186290731]","[9, 54, 106]","[45, 62, 132]"
UMD with 2 segments for 1 permutations and bottleneck,0.567315733156034,5.90887333988199,84.3345494727345,27.3169165741903,78.4256761328525,1,140,"[5.908873339881985, 6.350765631903396, 6.4239408652962355]","[65.31453922766964, 52.45072804040886, 84.3345494727345]","[30.490522415206147, 15.469880812458372, 35.99034649490636]","[59.405665887787656, 46.09996240850546, 77.91060860743826]","[1, 73, 97]","[41, 63, 140]"
UMD with 2 segments for 1 permutations and nobottleneck,0.505628917926228,3.77804370411353,68.8623810484905,24.3206518202982,65.084337344377,122,128,"[3.8748810421483815, 4.188103286798335, 3.778043704113531]","[61.51767211461336, 56.158307932271576, 68.86238104849053]","[26.242973964060837, 16.101148455852908, 30.617833040980965]","[57.64279107246498, 51.97020464547324, 65.084337344377]","[1, 74, 122]","[37, 63, 128]"
UMD with 3 segments for 1 permutations and bottleneck,0.85506324083313,6.12057962137636,150.12363170707,45.5816842622504,144.003052085694,13,18,"[6.120579621376361, 8.688843931502086, 6.88767919838902]","[150.12363170707005, 113.44522689138577, 106.95450849899886]","[44.7706567452661, 31.767144460692972, 60.20725158079213]","[144.0030520856937, 104.75638295988368, 100.06682930060984]","[13, 60, 132]","[18, 87, 120]"
UMD with 3 segments for 1 permutations and nobottleneck,0.87186217628837,3.53948906109797,108.21901325905,45.0898528765499,104.679524197952,1,9,"[3.539489061097969, 12.369397714695456, 3.998476131505728]","[108.21901325904997, 79.90920073312816, 103.32164982296705]","[51.00512405144844, 30.477623629564544, 53.78681094863676]","[104.679524197952, 67.5398030184327, 99.32317369146132]","[1, 78, 122]","[9, 93, 115]"
UMD with 3 segments for 2 permutations and nobottleneck,0.67261976977488,4.2875092487502,119.181732376762,36.0605966917074,114.894223128012,61,10,"[5.828757211332382, 4.287509248750196, 4.645222562305718]","[119.1817323767618, 59.99677370111355, 97.38450311955305]","[45.621248605023816, 18.493786085329504, 44.06675538476886]","[113.35297516542941, 55.70926445236335, 92.73928055724733]","[1, 61, 134]","[10, 55, 107]"
UMD with 3 segments for 3 permutations and nobottleneck,0.508240960198437,4.28777616518054,95.8408292569933,26.7264707296068,91.5530530918128,60,7,"[5.194963472476338, 4.287776165180537, 5.068200100090544]","[95.84082925699335, 57.399913874446376, 84.55668246234262]","[36.09513318404111, 13.688623174127777, 30.395655830651563]","[90.64586578451701, 53.11213770926584, 79.48848236225207]","[36, 60, 122]","[7, 63, 116]"
UMD with 4 segments for 1 permutations and bottleneck,1.15872129540033,8.66046334760229,133.315062738358,63.1692514462884,124.654599390755,62,23,"[12.351704801294614, 8.660463347602294, 35.61146283826419]","[133.31506273835762, 125.17362075717865, 123.87479943888584]","[66.29668274913591, 53.02972847719936, 70.18134311252999]","[120.96335793706301, 116.51315740957637, 88.26333660062166]","[13, 62, 108]","[23, 83, 110]"
UMD with 4 segments for 1 permutations and nobottleneck,1.0998462166124,9.93173863266035,132.877612211955,57.4544678563204,122.945873579295,56,129,"[24.527973714984686, 9.931738632660354, 22.791215340501527]","[99.80624148502505, 118.40421825811521, 132.87761221195518]","[56.05086576345769, 50.19413440038994, 66.11840340511367]","[75.27826777004037, 108.47247962545485, 110.08639687145366]","[6, 56, 109]","[16, 85, 129]"
UMD with 4 segments for 2 permutations and nobottleneck,0.920909823228536,9.46426643311765,125.082008345566,49.8762961398357,115.617741912448,84,0,"[26.879401602647384, 9.464266433117652, 20.466277940524943]","[125.0820083455659, 94.63738040772814, 91.75845246824639]","[58.51861379977593, 37.74979694946624, 53.360477670265]","[98.2026067429185, 85.17311397461049, 71.29217452772144]","[42, 84, 134]","[0, 55, 110]"
UMD with 4 segments for 3 permutations and nobottleneck,0.792767533642707,7.3882653442349,93.5974850374548,41.8214268855969,86.2092196932199,133,5,"[20.81634717908044, 9.857691877666698, 7.388265344234901]","[93.59748503745483, 59.67456381882367, 78.48495901224828]","[49.79920050268163, 25.573222805239823, 50.091857348869375]","[72.7811378583744, 49.816871941156975, 71.09669366801339]","[34, 91, 133]","[5, 79, 100]"
UMD with 4 segments for 4 permutations and nobottleneck,0.720503165185558,5.73114304489202,101.966111840488,37.7636905949321,96.2349687955964,122,17,"[7.873877558656449, 7.772206848162439, 5.731143044892016]","[101.96611184048838, 72.56183317508136, 81.94605144650312]","[45.39539149002667, 24.444180539256816, 43.45149975551272]","[94.09223428183194, 64.78962632691892, 76.2149084016111]","[1, 75, 122]","[17, 63, 120]"
UMD with 5 segments for 1 permutations and bottleneck,1.18071116609541,14.0402459630678,147.5512714939,67.3504102160679,133.511025530832,53,81,"[25.57769723485576, 14.040245963067807, 30.64332916721722]","[129.39551573052972, 147.55127149389992, 119.77339934033382]","[68.32784711714868, 65.61148223437186, 68.1119012966832]","[103.81781849567396, 133.51102553083211, 89.13007017311661]","[14, 53, 119]","[37, 81, 129]"
UMD with 5 segments for 1 permutations and nobottleneck,1.20701852207882,2.38235981944784,152.173700357902,73.5776311224549,149.791340538454,14,13,"[2.3823598194478386, 20.540094049210662, 41.90729351429901]","[152.17370035790222, 145.82194953409655, 143.7385841025444]","[77.02252451417041, 61.078141076048155, 82.63222777714618]","[149.7913405384544, 125.28185548488588, 101.83129058824538]","[14, 74, 126]","[13, 65, 100]"
UMD with 5 segments for 2 permutations and nobottleneck,1.02164939214024,8.72145648289446,140.388696807138,56.3734490323695,131.667240324244,97,15,"[8.934872803013006, 14.984267017671856, 8.721456482894457]","[140.38869680713847, 110.76114972673426, 110.2723657533461]","[63.96893920019384, 43.52075406655862, 61.63065383035612]","[131.45382400412547, 95.7768827090624, 101.55090927045164]","[1, 84, 97]","[15, 88, 141]"
UMD with 5 segments for 3 permutations and nobottleneck,0.8081440925582,5.21227527839974,119.414796378695,42.7812333795934,114.202521100296,38,114,"[5.212275278399735, 6.260633506285787, 6.8064371389867]","[103.03819954235362, 74.55964730950029, 119.41479637869527]","[47.34064583164263, 28.78586451271077, 52.21718979442667]","[97.8259242639539, 68.2990138032145, 112.60835923970858]","[38, 73, 133]","[20, 71, 114]"
UMD with 5 segments for 4 permutations and nobottleneck,0.748178514452905,5.53857035137843,110.193084434422,39.0065262998788,104.654514083044,84,10,"[18.016125082604557, 5.538570351378428, 6.179994449091343]","[110.19308443442203, 61.68090221129899, 94.84355448710397]","[49.528748358394125, 25.11012441090337, 42.38070613033903]","[92.17695935181747, 56.14233185992057, 88.66356003801263]","[38, 84, 134]","[10, 69, 118]"
UMD with 5 segments for 5 permutations and nobottleneck,0.67022615593009,7.76164506079894,87.3483546989935,35.347881063272,79.5867096381945,132,37,"[12.0141330139431, 9.242857785403883, 7.761645060798935]","[87.34835469899345, 51.12333019647348, 81.36823056169347]","[40.7703023694271, 23.687120884225248, 41.586219936163765]","[75.33422168505035, 41.8804724110696, 73.60658550089452]","[25, 62, 132]","[37, 60, 119]"
UMD with 6 segments for 1 permutations and bottleneck,1.28842799536199,22.1559039856018,148.549474681573,73.0761701966846,126.393570695972,66,74,"[33.84731761429365, 22.155903985601764, 28.092447112679213]","[144.64593852114413, 148.5494746815733, 147.88785456458652]","[74.37143756517123, 75.36146348036442, 69.49560954451812]","[110.79862090685049, 126.39357069597152, 119.79540745190731]","[4, 66, 100]","[6, 74, 127]"
UMD with 6 segments for 1 permutations and nobottleneck,1.07962761931859,13.2473210569762,119.540802496638,63.0313521752416,106.293481439662,83,118,"[27.250387844088603, 13.247321056976242, 40.77606664097223]","[109.54733088316445, 104.15210842167097, 119.54080249663822]","[62.04927836765318, 53.6363025223701, 73.40847563570136]","[82.29694303907584, 90.90478736469473, 78.76473585566599]","[39, 83, 110]","[19, 91, 118]"
UMD with 6 segments for 2 permutations and nobottleneck,0.931282621801886,4.12757081983014,136.090235591164,50.0324644850274,131.962664771334,74,6,"[29.747074021008025, 4.127570819830141, 19.625458409288772]","[136.0902355911642, 85.0155549993225, 103.34094528340036]","[57.35301653388925, 32.69620795719726, 60.04816896399577]","[106.34316157015618, 80.88798417949236, 83.71548687411159]","[36, 74, 96]","[6, 55, 133]"
UMD with 6 segments for 3 permutations and nobottleneck,0.807268943952759,6.26046741498228,119.34210486076,42.9544469724555,113.081637445778,84,118,"[22.874564814890245, 6.260467414982277, 11.402410634005308]","[104.20804481061667, 68.85597771078596, 119.3421048607603]","[54.075719699660084, 24.97235196148461, 49.81526925622174]","[81.33347999572642, 62.595510295803685, 107.939694226755]","[10, 84, 134]","[45, 74, 118]"
UMD with 6 segments for 4 permutations and nobottleneck,0.708727812949386,4.26231864600476,110.209221014646,37.9907571816328,105.946902368641,48,106,"[6.71250424781282, 4.262318646004755, 7.858159809026211]","[83.80545504132112, 69.73947720618358, 110.20922101464554]","[38.6881593716646, 28.537986306036654, 46.74612586719706]","[77.09295079350831, 65.47715856017882, 102.35106120561933]","[38, 48, 108]","[20, 69, 106]"
UMD with 6 segments for 5 permutations and nobottleneck,0.629769108307005,6.3523188403866,109.303414482666,32.6705233490037,102.95109564228,96,16,"[23.270497687701432, 6.387239050140922, 6.352318840386602]","[109.30341448266628, 47.97973886628956, 75.7957765068245]","[41.35050008948688, 19.754143843659765, 36.90692611386451]","[86.03291679496485, 41.59249981614864, 69.4434576664379]","[46, 73, 96]","[16, 64, 115]"
UMD with 6 segments for 6 permutations and nobottleneck,0.634672778629328,5.53926307998317,83.7724386233256,32.2384930514047,78.2331755433424,61,111,"[15.598458501987471, 5.53926307998317, 5.665180241741301]","[78.69566585114502, 56.55284191046145, 83.77243862332558]","[38.48626839477607, 20.624526562415742, 37.604684197022266]","[63.09720734915755, 51.01357883047828, 78.10725838158429]","[13, 61, 134]","[2, 63, 111]"
UMD with 7 segments for 1 permutations and bottleneck,1.12876135744901,28.976354450674,117.268384404888,59.6959344312718,88.2920299542144,92,5,"[30.38417940836748, 28.97635445067404, 39.73672909363486]","[117.2683844048884, 87.85446604277729, 98.84213926809247]","[62.48431520129717, 56.77749209658538, 59.82599599593291]","[86.88420499652091, 58.87811159210325, 59.10541017445761]","[33, 92, 105]","[5, 60, 142]"
UMD with 7 segments for 1 permutations and nobottleneck,1.12544412279009,30.9386798776669,148.131479635767,66.3080937485254,117.192799758101,88,39,"[33.583014404228365, 30.938679877666946, 33.625367171421814]","[148.13147963576745, 120.9274209586382, 104.9042316849219]","[71.51606592051417, 61.71663851995694, 65.69157680510516]","[114.54846523153908, 89.98874108097125, 71.27886451350008]","[37, 88, 123]","[39, 55, 99]"
UMD with 7 segments for 2 permutations and nobottleneck,0.982072959925646,5.9753698239859,116.235520260254,51.5726921127964,110.260150436268,84,12,"[28.18474463701538, 5.975369823985903, 28.20516504728195]","[116.23552026025425, 109.95646299442514, 108.2074851901087]","[53.91959464198004, 38.74930456005568, 62.04917713635361]","[88.05077562323886, 103.98109317043924, 80.00232014282675]","[4, 84, 132]","[12, 55, 112]"
UMD with 7 segments for 3 permutations and nobottleneck,0.764540134812365,4.25794907354196,138.742966801116,40.0010880667388,134.485017727574,84,5,"[13.881826070004431, 4.257949073541959, 15.932113325505192]","[138.74296680111578, 58.30244096095648, 129.30480018476243]","[46.947643077256224, 26.408673212542453, 46.64694791041779]","[124.86114073111135, 54.04449188741452, 113.37268685925724]","[6, 84, 136]","[5, 85, 114]"
UMD with 7 segments for 4 permutations and nobottleneck,0.803107531155598,5.23549855649343,98.6428421493889,41.6709584074499,93.4073435928955,36,118,"[5.23549855649343, 8.355147202120378, 16.385823317425757]","[97.50893022583554, 69.90041339074962, 98.64284214938887]","[50.62022880985043, 28.183256728217177, 46.20938968428197]","[92.27343166934212, 61.54526618862924, 82.25701883196311]","[36, 50, 142]","[0, 83, 118]"
UMD with 7 segments for 5 permutations and nobottleneck,0.633617400536882,7.59226111697292,82.4734934635094,32.0473778839186,74.8812323465365,120,17,"[14.735919147810334, 7.644205005917739, 7.592261116972916]","[82.47349346350941, 67.4736418624988, 75.99447850819746]","[37.90692466936144, 21.934715743856273, 36.30049323853801]","[67.73757431569908, 59.829436856581054, 68.40221739122454]","[6, 65, 120]","[17, 76, 127]"
UMD with 7 segments for 6 permutations and nobottleneck,0.666655041385893,5.16118602925589,77.3283251025332,34.8213725546624,72.1671390732773,14,7,"[5.161186029255893, 5.744204396963394, 5.682827093567807]","[77.3283251025332, 58.63388444114339, 69.1019405751812]","[40.61108596474699, 23.074393633054182, 40.77863806618608]","[72.16713907327731, 52.88968004418, 63.419113481613394]","[14, 49, 109]","[7, 55, 110]"
UMD with 7 segments for 7 permutations and nobottleneck,0.619313984618986,6.92763848791514,92.8870166279189,31.084592437994,85.9593781400038,90,9,"[10.269802540714725, 6.927638487915136, 8.36267722879148]","[92.88701662791892, 45.256367437118804, 64.57584464687203]","[37.70990061474572, 18.1918530052092, 37.35202369402703]","[82.6172140872042, 38.328728949203665, 56.213167418080545]","[26, 90, 109]","[9, 63, 126]"
UMD with 8 segments for 1 permutations and bottleneck,1.16990116758352,26.4094405944168,134.251915317742,66.3846921370829,107.842474723326,81,55,"[29.024836417878483, 26.40944059441679, 31.37253018793937]","[130.35596149484243, 134.25191531774243, 132.92716391440962]","[68.92287655513577, 55.6381575794777, 74.5930422766353]","[101.33112507696396, 107.84247472332564, 101.55463372647026]","[41, 81, 143]","[20, 55, 105]"
UMD with 8 segments for 1 permutations and nobottleneck,1.0679707837433,14.9581800229764,121.266049061598,65.0059199351613,106.307869038621,71,40,"[30.341739859691778, 14.95818002297636, 26.70223257963244]","[121.26604906159781, 116.85932545579641, 109.63492434372202]","[65.08060039786415, 61.89277583817562, 68.04438356944422]","[90.92430920190603, 101.90114543282004, 82.93269176408958]","[30, 71, 136]","[40, 79, 110]"
UMD with 8 segments for 2 permutations and nobottleneck,0.903668601107288,2.9719425861796,100.121725118026,47.9708034502743,97.1497825318462,86,7,"[4.5348545318896285, 2.971942586179604, 29.88177625465843]","[100.12172511802576, 92.70403858213055, 97.79353972326135]","[55.17734756725295, 35.541635061836935, 53.19342772173295]","[95.58687058613614, 89.73209599595094, 67.91176346860291]","[38, 86, 130]","[7, 77, 132]"
UMD with 8 segments for 3 permutations and nobottleneck,0.750817996091371,5.67410053030639,102.624526153085,39.2922345843699,96.9504256227784,49,88,"[19.899041766995026, 5.674100530306388, 7.299978165215261]","[94.8913182357594, 102.62452615308483, 98.95245315049783]","[45.75625464647777, 26.017098409686053, 46.103350696945846]","[74.99227646876437, 96.95042562277844, 91.65247498528257]","[18, 49, 108]","[22, 88, 115]"
UMD with 8 segments for 4 permutations and nobottleneck,0.693118791195222,5.0970382127829,97.0364594087361,36.0437647275142,91.9394211959532,86,55,"[7.475307132773995, 5.097038212782905, 23.337025851456485]","[94.94888021233346, 97.03645940873606, 81.01304038729069]","[40.19050920264899, 23.477849996277754, 44.46293498361581]","[87.47357307955947, 91.93942119595316, 57.6760145358342]","[0, 86, 138]","[45, 55, 106]"
UMD with 8 segments for 5 permutations and nobottleneck,0.682186323808761,5.16489301045094,109.943585817316,36.6894591145291,104.778692806865,121,117,"[7.4641698005504775, 6.468238982870144, 5.164893010450935]","[84.74768309818967, 48.10548816938677, 109.94358581731574]","[41.890241849956226, 24.45641684872541, 43.72171864490556]","[77.28351329763919, 41.63724918651663, 104.7786928068648]","[24, 84, 121]","[1, 87, 117]"
UMD with 8 segments for 6 permutations and nobottleneck,0.665133584691922,7.71163656628514,82.6396678746879,35.1774399180641,74.9280313084027,80,36,"[22.097635320907518, 7.711636566285137, 19.11782976939725]","[82.63966787468785, 75.77968037472965, 80.41027413680278]","[43.06034654813343, 24.316416201398766, 38.155557004660075]","[60.54203255378033, 68.06804380844451, 61.29244436740554]","[27, 80, 129]","[36, 64, 137]"
UMD with 8 segments for 7 permutations and nobottleneck,0.581723149136731,7.71465572197594,84.3961563215494,30.1690988396683,76.6815005995735,48,37,"[12.98407022929806, 7.714655721975937, 9.92348098840159]","[84.39615632154944, 51.851011652680945, 67.1832617825962]","[36.76070114418141, 18.93903603780144, 34.80755933702192]","[71.41208609225139, 44.13635593070501, 57.25978079419461]","[38, 48, 98]","[37, 83, 99]"
UMD with 8 segments for 8 permutations and nobottleneck,0.624021532386098,6.46066336114729,83.1292376642317,31.5476393337969,76.6685743030844,12,128,"[6.460663361147289, 9.821122727545344, 9.378030967138079]","[80.10790595406056, 43.2694686554115, 83.1292376642317]","[35.01417262039166, 19.30478132747191, 40.32396405352721]","[73.64724259291327, 33.44834592786616, 73.75120669709362]","[12, 61, 134]","[1, 70, 128]"
UMD with 9 segments for 1 permutations and bottleneck,1.0830741233431,20.1529364180429,146.615475478683,61.0361885311094,126.46253906064,83,18,"[27.989759722747188, 20.152936418042867, 28.59475185866473]","[146.61547547868287, 103.12732410597248, 117.29350164296143]","[63.591602605709426, 56.54524970920155, 62.97171327841721]","[118.62571575593569, 82.9743876879296, 88.6987497842967]","[41, 83, 132]","[18, 72, 111]"
UMD with 9 segments for 1 permutations and nobottleneck,1.01332217028172,2.90509220604511,125.518587890097,55.9407635215186,122.613495684052,14,1,"[2.9050922060451105, 22.186881255317182, 16.157307685978054]","[125.51858789009701, 110.40163103319941, 94.36632929759347]","[57.33067551344857, 51.018043120909944, 59.47357193019718]","[122.6134956840519, 88.21474977788222, 78.20902161161541]","[14, 53, 108]","[1, 77, 143]"
UMD with 9 segments for 2 permutations and nobottleneck,0.875894940977027,3.82477263387978,94.5350045620529,43.9864391753394,90.7102319281732,50,124,"[4.226510099290384, 3.824772633879779, 22.13408631185286]","[87.60840208052477, 75.14237731561296, 94.53500456205293]","[48.065169563250436, 36.14942537888285, 47.74472258388479]","[83.38189198123439, 71.31760468173319, 72.40091825020008]","[1, 50, 131]","[13, 88, 124]"
UMD with 9 segments for 3 permutations and nobottleneck,0.786828706454312,4.6600521766865,100.981452808558,38.156340320812,96.3214006318719,38,116,"[4.660052176686495, 7.622201948727512, 17.511309264897147]","[98.9617972912382, 58.92599662849668, 100.98145280855836]","[44.668989992570026, 23.86272531193951, 45.93730565792654]","[94.30174511455171, 51.30379467976916, 83.47014354366121]","[38, 58, 110]","[22, 55, 116]"
